1603783576.94157720,-0.00585600,-0.00012200,1.02492200,0.04552154,0.12133082,-0.03428250,0.11403000,0.00421750,0.20578778,-1.57527039,-0.12262496
1603783577.00385785,-0.00475800,-0.00244000,1.02504400,-0.02372340,0.08342530,-0.20928250,0.42903000,0.00421750,0.20578778,-1.57527039,-0.12262496
1603783577.06523085,-0.00512400,-0.00085400,1.02480000,0.06572597,0.02733072,-0.03428250,0.18403000,-0.10078250,0.19584917,-1.57980123,-0.12262496
1603783577.12653184,-0.00549000,-0.00329400,1.02455600,-0.00239149,-0.15070321,0.00071750,-0.06097000,0.14421750,0.19497223,-1.57585501,-0.12233265
1603783577.18771338,-0.00585600,-0.00207400,1.02504400,0.16124643,0.06691469,0.07071750,-0.16597000,0.00421750,0.19497223,-1.57585501,-0.12233265
1603783577.24905944,-0.00793000,-0.00305000,1.02406800,-0.05704792,0.18380261,-0.03428250,0.00903000,0.00421750,0.19964923,-1.57994738,-0.11692488
1603783577.31032062,-0.00475800,-0.00268400,1.02272600,-0.18029751,-0.00014804,0.00071750,-0.16597000,0.14421750,0.19570301,-1.58067816,-0.11955569
1603783577.37149072,-0.00683200,-0.00341600,1.02577600,-0.11920034,0.12356000,-0.17428250,0.04403000,0.00421750,0.19570301,-1.58067816,-0.11955569
1603783577.43274879,-0.00439200,-0.00183000,1.02175000,0.01097245,-0.16408589,0.03571750,0.07903000,-0.13578250,0.19701842,-1.57892429,-0.12014031
1603783577.49395990,-0.00561200,-0.00195200,1.02699600,-0.19566545,-0.10179957,0.00071750,0.00903000,0.10921750,0.19701842,-1.57892429,-0.12014031
1603783577.55523157,-0.00402600,0.00000000,1.02699600,-1.63952038,-0.03391126,-0.03428250,-0.13097000,-0.03078250,0.19672610,-1.57643964,-0.11663256
1603783577.61657929,-0.00439200,-0.00158600,1.02394600,0.02484631,-0.02776031,0.28071750,-0.48097000,-0.20578250,0.19204911,-1.58287051,-0.11370944
1603783577.67901254,-0.00536800,-0.00268400,1.02711800,-0.03612880,-0.04208841,0.10571750,-0.06097000,-0.17078250,0.19204911,-1.58287051,-0.11370944
1603783577.74147964,-0.00707600,-0.00329400,1.03773200,-0.37135874,0.31938541,-0.03428250,0.56903000,0.14421750,0.19526454,-1.58243204,-0.12218650
1603783577.80388880,-0.00585600,-0.00085400,1.02675200,0.08602591,-0.54241210,-0.13928250,0.00903000,0.31921750,0.19818766,-1.57790120,-0.11619410
1603783577.86632299,-0.00024400,-0.00451400,1.02272600,-0.03702429,-0.32147916,0.14071750,-0.30597000,-0.27578250,0.19818766,-1.57790120,-0.11619410
1603783577.92910266,-0.00622200,-0.00305000,1.02711800,0.07968517,0.05207613,-0.03428250,0.11403000,0.00421750,0.18971061,-1.57994738,-0.11765566
1603783577.99160862,-0.00463600,-0.00183000,1.02663000,-0.06425833,0.00007117,0.10571750,-0.23597000,-0.03078250,0.18971061,-1.57994738,-0.11765566
1603783578.05411196,-0.00536800,-0.00317200,1.02394600,-0.09833268,0.04093264,-0.03428250,-0.02597000,0.03921750,0.20008769,-1.57848582,-0.11926337
1603783578.11654735,-0.00549000,-0.00109800,1.02602000,0.05249500,0.04562024,-0.38428250,0.77903000,0.17921750,0.19175680,-1.58053201,-0.11400175
1603783578.17912030,-0.00500200,-0.00439200,1.02711800,-0.13062011,0.01826647,-0.17428250,0.32403000,0.07421750,0.19175680,-1.58053201,-0.11400175
1603783578.24165750,-0.00622200,-0.00061000,1.02528800,0.07950371,0.08101623,0.28071750,-0.51597000,-0.24078250,0.19672610,-1.58082432,-0.11663256
1603783578.30405998,-0.00390400,-0.00036600,1.01857800,0.09300373,-0.30790180,-0.17428250,0.67403000,-0.06578250,0.20008769,-1.57980123,-0.11984800
1603783578.36640954,-0.00561200,-0.00317200,1.01357600,0.00324897,-0.05986755,0.14071750,-0.44597000,-0.13578250,0.20008769,-1.57980123,-0.11984800
1603783578.42893004,-0.00366000,-0.00414800,1.05700800,-0.09652738,0.05192648,0.17571750,0.00903000,-0.20578250,0.19847998,-1.58477053,-0.11634025
1603783578.49136233,-0.00353800,-0.00122000,1.02797200,0.14773271,-0.27352015,-0.06928250,0.21903000,-0.06578250,0.19935691,-1.58082432,-0.11210172
1603783578.55374408,-0.00463600,-0.00158600,1.02797200,0.01807686,-0.00060888,-0.03428250,0.07903000,0.03921750,0.19935691,-1.58082432,-0.11210172
1603783578.61614108,-0.00524600,-0.00146400,1.02614200,-0.04258088,0.03211169,0.10571750,-0.13097000,0.03921750,0.19438761,-1.57921660,-0.11692488
1603783578.67858553,-0.00549000,-0.00109800,1.02541000,0.05212358,0.04747736,0.07071750,0.04403000,-0.13578250,0.19438761,-1.57921660,-0.11692488
1603783578.74115586,-0.00646600,-0.00219600,1.02650800,-0.00865863,0.10009715,0.00071750,-0.09597000,0.14421750,0.19570301,-1.58345513,-0.11721719
1603783578.80357957,-0.00463600,-0.00122000,1.02541000,0.04542313,-0.09625939,-0.17428250,0.28903000,-0.06578250,0.19643379,-1.57877814,-0.11736334
1603783578.86599183,-0.00427000,-0.00244000,1.02443400,-0.02287432,-0.02104802,-0.10428250,0.21903000,0.00421750,0.19643379,-1.57877814,-0.11736334
1603783578.92840242,-0.00536800,0.02976800,1.01516200,0.12047718,-0.20477821,-0.06928250,-0.02597000,0.03921750,0.18532593,-1.58170126,-0.11327097
1603783578.99080968,-0.00451400,-0.00048800,1.02663000,0.02503790,0.16247253,-0.03428250,0.04403000,-0.10078250,0.19321836,-1.58170126,-0.11458638
1603783579.05323434,-0.00500200,-0.00170800,1.02467800,0.11359150,-0.10983936,0.00071750,0.04403000,-0.06578250,0.19321836,-1.58170126,-0.11458638
1603783579.11564422,-0.00536800,-0.00207400,1.02492200,-0.05739698,0.04107699,-0.06928250,0.56903000,0.17921750,0.18766443,-1.57746273,-0.11560947
1603783579.17806196,-0.00573400,-0.00402600,1.02504400,0.00343568,0.06372057,-0.17428250,0.25403000,0.03921750,0.18722596,-1.57643964,-0.11692488
1603783579.24053454,-0.00475800,-0.00207400,1.02516600,1.74975979,0.00709082,0.07071750,0.07903000,-0.03078250,0.18722596,-1.57643964,-0.11692488
1603783579.30296206,-0.00353800,-0.00231800,1.02699600,-0.01572799,-0.06248106,0.03571750,-0.06097000,-0.06578250,0.19847998,-1.57760889,-0.12028647
1603783579.36555958,-0.00439200,-0.00329400,1.02284800,-0.07092233,0.00665681,0.07071750,0.04403000,-0.24078250,0.19847998,-1.57760889,-0.12028647
1603783579.42805624,-0.00439200,-0.00097600,1.02626400,0.05910295,0.08750291,-0.20928250,0.42903000,0.07421750,0.18985677,-1.57790120,-0.12335574
1603783579.49056959,-0.00927200,-0.00122000,1.02663000,0.08635655,-0.08964500,-0.10428250,0.74403000,0.14421750,0.19263373,-1.58287051,-0.11502485
1603783579.55312753,-0.00488000,-0.00122000,1.02358000,0.22285526,-0.01401961,-0.06928250,0.04403000,-0.10078250,0.19263373,-1.58287051,-0.11502485
1603783579.61567664,-0.00475800,-0.00292800,1.02858200,0.03870461,-0.02839453,-0.13928250,0.14903000,-0.10078250,0.19570301,-1.58038585,-0.11487869
1603783579.67811823,-0.00439200,0.00000000,1.03041200,0.09992210,-0.02748316,0.24571750,-0.20097000,-0.17078250,0.19219526,-1.58184741,-0.12467115
1603783579.74056673,-0.00317200,-0.00585600,1.03004600,-0.18397457,-0.08402969,0.21071750,-0.30597000,-0.17078250,0.19219526,-1.58184741,-0.12467115
1603783579.80300546,-0.00219600,-0.00134200,1.02382400,0.25705234,-0.13689727,0.10571750,-0.09597000,0.00421750,0.19482607,-1.58111663,-0.11882490
1603783579.86548758,-0.02830400,-0.00500200,1.01540600,-0.16881308,1.33833376,0.17571750,-0.09597000,0.10921750,0.19219526,-1.57585501,-0.12247881
