1603787404.32271862,-0.01122400,-0.01305400,1.02516600,-0.07446396,-0.02296970,-0.07238000,0.45864000,0.16194500,0.22464192,-1.75138848,-0.07132417
1603787404.38508916,-0.01134600,-0.01049200,1.02443400,0.04335737,0.05704945,-0.28238000,0.73864000,0.05694500,0.22449576,-1.74481146,-0.07848582
1603787404.44667530,-0.01183400,-0.01061400,1.02480000,-0.05317594,0.07816173,-0.10738000,0.42364000,0.23194500,0.22244958,-1.74714996,-0.07950892
1603787404.50927353,-0.01134600,-0.00951600,1.02345800,0.07891223,0.04867521,-0.42238000,1.05364000,0.23194500,0.22244958,-1.74714996,-0.07950892
1603787404.57112646,-0.01098000,-0.01159000,1.02553200,-0.03505013,-0.06264657,-0.42238000,0.77364000,0.47694500,0.23253435,-1.74159602,-0.07424730
1603787404.63310504,-0.01122400,-0.01159000,1.02846000,-0.00601310,0.04459140,-0.24738000,0.45864000,-0.01305500,0.22624963,-1.74101140,-0.07731657
1603787404.69541502,-0.00902800,-0.00988200,1.02955800,-0.03267012,-0.05099444,0.06762000,0.35364000,-0.15305500,0.22624963,-1.74101140,-0.07731657
1603787404.75755668,-0.01012600,-0.00902800,1.02760600,0.05501294,0.03115401,0.13762000,0.14364000,0.05694500,0.22361882,-1.75007308,-0.07497808
1603787404.82044387,-0.01110200,-0.00963800,1.02809400,-0.04725660,0.03143598,-0.07238000,0.49364000,-0.08305500,0.22361882,-1.75007308,-0.07497808
1603787404.88253999,-0.00988200,-0.01098000,1.02638600,-0.00405229,-0.03261123,-0.28238000,1.01864000,0.19694500,0.22566501,-1.74598071,-0.07453961
1603787404.94563746,-0.00927200,-0.00963800,1.02626400,0.07031449,-0.06591558,0.34762000,0.00364000,-0.18805500,0.21894183,-1.74700380,-0.07746273
1603787405.00764632,-0.01122400,-0.01207800,1.02382400,-0.06343426,-0.05494778,-0.28238000,0.80864000,0.12694500,0.21894183,-1.74700380,-0.07746273
1603787405.06952047,-0.01049200,-0.01244400,1.02699600,0.15642598,-0.04296116,-0.14238000,0.91364000,0.37194500,0.22391114,-1.74744227,-0.06942414
1603787405.13138151,-0.01244400,-0.01049200,1.02480000,0.20890704,-0.02661503,-0.31738000,0.70364000,0.37194500,0.22829582,-1.74890383,-0.07702426
1603787405.19315934,-0.00988200,-0.01012600,1.02345800,-0.06062546,-0.03676494,-0.00238000,0.28364000,0.05694500,0.22829582,-1.74890383,-0.07702426
1603787405.25601029,-0.01061400,-0.01159000,1.02431200,0.10046562,0.00643571,-0.14238000,0.63364000,-0.08305500,0.22215726,-1.75372698,-0.07220111
1603787405.31800318,-0.01134600,-0.01012600,1.02565400,0.04660624,0.04655260,0.66262000,-0.83636000,-0.25805500,0.22215726,-1.75372698,-0.07512423
1603787405.37995911,-0.01024800,-0.00732000,1.02663000,0.20392232,-0.00872396,-0.38738000,1.15864000,0.23194500,0.22668810,-1.74437299,-0.07512423
1603787405.44214582,-0.01232200,-0.01061400,1.02528800,-0.08291131,0.00563845,-0.10738000,-0.06636000,-0.22305500,0.21923414,-1.74817305,-0.07278574
1603787405.50422025,-0.01012600,-0.01146800,1.02614200,0.00324051,0.02859027,-0.17738000,0.52864000,0.30194500,0.21923414,-1.74817305,-0.07278574
1603787405.56724286,-0.01134600,-0.01122400,1.02589800,-0.01289666,-0.08446575,-0.00238000,0.31864000,0.05694500,0.21791874,-1.74802689,-0.07424730
1603787405.62954140,-0.01085800,-0.01134600,1.02675200,0.01945172,0.02621981,-0.24738000,0.84364000,0.09194500,0.22551885,-1.74890383,-0.07790120
1603787405.69183064,-0.01000400,-0.01098000,1.02382400,0.06180806,-0.02305651,-0.07238000,0.42364000,-0.08305500,0.22551885,-1.74890383,-0.07790120
1603787405.75392914,-0.01281000,-0.01073600,1.02382400,0.01167595,0.12936836,-0.17738000,0.35364000,0.02194500,0.22113417,-1.75109617,-0.07863198
1603787405.81630635,-0.01073600,-0.01159000,1.02602000,-0.03473063,0.03927925,-0.24738000,1.19364000,0.09194500,0.22113417,-1.74846536,-0.07030108
1603787405.87934947,-0.00951600,-0.01195600,1.02101800,-0.05844488,-0.03979369,0.13762000,-0.10136000,0.05694500,0.22113417,-1.74846536,-0.07030108
1603787405.94155598,-0.01061400,-0.01098000,1.01992000,0.20122017,-0.27218225,-0.38738000,0.94864000,0.37194500,0.22990354,-1.74729611,-0.07380883
1603787406.00388074,-0.00988200,-0.01098000,1.02589800,-0.00074561,0.03935786,-0.03738000,0.24864000,-0.11805500,0.22990354,-1.74729611,-0.07380883
1603787406.06624889,-0.00976000,-0.01293200,1.02382400,-0.15688737,-0.02918387,-0.00238000,0.52864000,0.09194500,0.22508039,-1.74700380,-0.07731657
1603787406.12837005,-0.00915000,-0.01061400,1.02260400,0.17616683,-0.07619807,0.06762000,0.35364000,-0.04805500,0.22464192,-1.74744227,-0.06840105
1603787406.19170475,-0.01000400,-0.01159000,1.02382400,-0.10932208,-0.02911149,-0.10738000,0.63364000,0.02194500,0.22464192,-1.74744227,-0.06840105
1603787406.25333476,-0.01085800,-0.01085800,1.02394600,0.00807646,0.01690934,-0.00238000,0.28364000,-0.04805500,0.22610348,-1.74583455,-0.07673195
1603787406.31571054,-0.00866200,-0.01049200,1.02492200,0.02488332,-0.10237766,0.31262000,-0.27636000,-0.15305500,0.21499562,-1.74539608,-0.06986261
