1603871720.7935312,0.3,0.18
1603871721.2953894,0.3,0.144
1603871721.7969832,0.3,0.144
1603871722.2985516,0.3,0.18
1603871722.8001018,0.3,0.144
1603871723.3016868,0.3,0.144
1603871723.8032413,0.3,0.144
1603871724.3048294,0.3,0.144
1603871724.8063755,0.3,0.18
1603871725.3079052,0.3,0.0375
1603871725.809488,0.3,0.18
1603871726.3110485,0.3,0.0375
1603871726.8125677,0.3,0.144
1603871727.3142147,0.3,0.144
1603871727.8163304,0.3,0.0375
1603871728.318186,0.3,0.144
1603871728.8204806,0.3,0.144
1603871729.3225672,0.3,0.144
1603871729.8247862,0.3,0.18
1603871730.3270211,0.3,0.18
1603871730.8291051,0.3,0.18
1603871731.3316696,0.3,0.18
1603871731.8332486,0.3,0.3
1603871732.3347301,0.3,0.18
1603871732.8362608,0.3,0.18
1603871733.3380132,0.3,0.3
1603871733.8394544,0.3,0.3
1603871734.3406348,0.3,0.18
1603871734.8421798,0.3,0.3
1603871735.3437743,0.3,0.3
1603871735.8454132,0.3,0.3
1603871736.3474877,0.3,0.18
1603871736.8492157,0.18,0.3
1603871737.3507502,0.3,0.18
1603871737.852911,0.18,0.3
1603871738.3547907,0.3,0.144
1603871738.8564756,0.3,0.144
1603871739.3581035,0.3,0.144
1603871739.859764,0.3,0.18
1603871740.3613,0.3,0.144
1603871740.8628366,0.3,0.144
1603871741.3644035,0.3,0.144
1603871741.8659806,0.3,0.0375
1603871742.367584,0.3,0.144
1603871742.8691628,0.3,0.144
1603871743.3706005,0.3,0.144
1603871743.8722522,0.3,0.0375
1603871744.3739233,0.3,0.0375
1603871744.8756042,0.3,0.144
1603871745.3777611,0.3,0.18
1603871745.8799207,0.3,0.144
1603871746.3823996,0.3,0.144
1603871746.8848426,0.3,0.144
1603871747.3872912,0.3,0.18
1603871747.8895159,0.3,0.3
1603871748.3911567,0.3,0.18
1603871748.8927844,0.3,0.18
1603871749.3943093,0.3,0.18
1603871749.8957996,0.18,0.3
1603871750.3972657,0.3,0.18
1603871750.8988183,0.3,0.18
1603871751.4002986,0.18,0.3
1603871751.9019308,0.3,0.3
1603871752.403501,0.3,0.18
1603871752.904998,0.3,0.3
1603871753.4064827,0.3,0.18
1603871753.9082813,0.18,0.3
1603871754.409895,0.3,0.18
1603871754.9115572,0.18,0.3
1603871755.4133422,0.3,0.18
1603871755.9149184,0.18,0.3
1603871756.4167109,0.3,0.18
1603871756.918367,0.3,0.3
1603871757.4199448,0.3,0.18
1603871757.921556,0.3,0.144
1603871758.4231765,0.3,0.144
1603871758.9247952,0.3,0.144
1603871759.4263937,0.3,0.144
1603871759.928108,0.3,0.0375
1603871760.4298666,0.3,0.144
1603871760.9315143,0.3,0.18
1603871761.4331372,0.3,0.144
1603871761.9347236,0.3,0.144
1603871762.4366672,0.3,0.0375
1603871762.938694,0.3,0.11249999999999999
1603871763.4406614,0.3,0.144
1603871763.9427013,0.3,0.144
1603871764.4449873,0.3,0.144
1603871764.9475224,0.3,0.144
1603871765.44975,0.3,0.18
1603871765.951517,0.3,0.18
1603871766.4530194,0.3,0.18
1603871766.9549468,0.3,0.18
1603871767.4565551,0.18,0.3
1603871767.9581254,0.3,0.144
1603871768.4597807,0.3,0.18
1603871768.961276,0.18,0.3
1603871769.4627926,0.3,0.18
1603871769.9643776,0.3,0.18
1603871770.4660635,0.18,0.3
1603871770.9679844,0.3,0.18
1603871771.470046,0.3,0.3
1603871771.9717963,0.3,0.3
1603871772.4736137,0.3,0.18
1603871772.9754913,0.18,0.3
1603871773.477088,0.3,0.18
1603871773.9788735,0.18,0.3
1603871774.4808218,0.3,0.18
1603871774.9823647,0.3,0.144
1603871775.4839592,0.3,0.18
1603871775.9855344,0.3,0.144
1603871776.4871025,0.3,0.144
1603871776.9887648,0.3,0.18
1603871777.4903667,0.3,0.144
1603871777.9920495,0.3,0.18
1603871778.493645,0.3,0.18
1603871778.99528,0.3,0.0375
1603871779.4968562,0.3,0.0375
1603871779.9983883,0.3,0.144
1603871780.4999444,0.3,0.0375
1603871781.0014958,0.3,0.0375
1603871781.5037286,0.3,0.144
1603871782.006062,0.3,0.0375
1603871782.5082085,0.3,0.18
1603871783.0105207,0.3,0.18
1603871783.5131316,0.3,0.18
1603871784.0148585,0.3,0.18
1603871784.5163329,0.18,0.3
1603871785.0178337,0.3,0.18
1603871785.5193214,0.3,0.18
1603871786.0206773,0.18,0.3
1603871786.522195,0.3,0.18
1603871787.023769,0.3,0.18
1603871787.5253623,0.18,0.3
1603871788.0270529,0.3,0.18
1603871788.5287848,0.3,0.3
1603871789.0305882,0.3,0.3
1603871789.5322328,0.3,0.18
1603871790.0339284,0.3,0.3
1603871790.5355625,0.3,0.3
1603871791.037342,0.3,0.18
1603871791.5390108,0.3,0.3
1603871792.0406413,0.3,0.3
1603871792.5422523,0.3,0.18
1603871793.0437949,0.3,0.144
1603871793.5453525,0.3,0.0375
1603871794.046942,0.3,0.18
1603871794.548557,0.3,0.144
1603871795.050231,0.3,0.18
1603871795.5519145,0.3,0.144
1603871796.0534923,0.3,0.144
1603871796.5550714,0.3,0.144
1603871797.0566573,0.3,0.0375
1603871797.5583265,0.3,0.18
1603871798.060445,0.3,0.0375
1603871798.5628736,0.3,0.144
1603871799.065044,0.3,0.144
1603871799.5672476,0.3,0.0375
1603871800.069296,0.3,0.144
1603871800.5716777,0.3,0.144
1603871801.0737135,0.3,0.18
1603871801.5759552,0.3,0.18
1603871802.0774438,0.3,0.18
1603871802.5789754,0.3,0.18
1603871803.0804396,0.18,0.3
1603871803.5821185,0.3,0.18
1603871804.0835874,0.3,0.18
1603871804.5851467,0.3,0.3
1603871805.0868268,0.3,0.18
