1603871660.068825,0.18,0.3
1603871660.570814,0.3,0.18
1603871661.0728898,0.3,0.18
1603871661.575491,0.18,0.3
1603871662.077866,0.3,0.3
1603871662.5806856,0.3,0.3
1603871663.0829413,0.3,0.3
1603871663.5850804,0.3,0.18
1603871664.0865107,0.18,0.3
1603871664.5879776,0.3,0.3
1603871665.0894668,0.3,0.18
1603871665.5910504,0.3,0.3
1603871666.0925977,0.3,0.3
1603871666.5940883,0.3,0.3
1603871667.0955818,0.18,0.3
1603871667.5971115,0.3,0.144
1603871668.098667,0.3,0.144
1603871668.6002033,0.3,0.144
1603871669.102087,0.3,0.18
1603871669.6037812,0.3,0.144
1603871670.1064277,0.3,0.144
1603871670.6101856,0.3,0.0375
1603871671.111967,0.3,0.144
1603871671.613616,0.3,0.144
1603871672.1152124,0.3,0.144
1603871672.6167712,0.3,0.0375
1603871673.1183906,0.3,0.0375
1603871673.619993,0.3,0.18
1603871674.1215568,0.3,0.0375
1603871674.623117,0.3,0.18
1603871675.1246643,0.3,0.144
1603871675.6261985,0.3,0.144
1603871676.1278064,0.3,0.18
1603871676.6295679,0.3,0.18
1603871677.1312132,0.3,0.18
1603871677.6329665,0.3,0.3
1603871678.135234,0.3,0.18
1603871678.637466,0.3,0.18
1603871679.1394358,0.18,0.3
1603871679.6417093,0.3,0.18
1603871680.1443145,0.3,0.18
1603871680.6466393,0.18,0.3
1603871681.1481867,0.3,0.18
1603871681.6496396,0.18,0.3
1603871682.1511972,0.3,0.18
1603871682.6527421,0.3,0.18
1603871683.1542137,0.18,0.3
1603871683.655783,0.3,0.18
1603871684.157314,0.18,0.3
1603871684.6587985,0.3,0.3
1603871685.160388,0.3,0.18
1603871685.6621022,0.3,0.3
1603871686.1641283,0.3,0.3
1603871686.6657689,0.3,0.18
1603871687.1676583,0.3,0.144
1603871687.669564,0.3,0.144
1603871688.1712847,0.3,0.144
1603871688.6729314,0.3,0.144
1603871689.1745813,0.3,0.0375
1603871689.6761322,0.3,0.18
1603871690.177681,0.3,0.144
1603871690.6792521,0.3,0.144
1603871691.18065,0.3,0.144
1603871691.6915762,0.3,0.0375
1603871692.1934764,0.3,0.18
1603871692.6959467,0.3,0.0375
1603871693.1983871,0.3,0.0375
1603871693.7006137,0.3,0.18
1603871694.2023203,0.3,0.18
1603871694.7044992,0.3,0.18
1603871695.206796,0.3,0.18
1603871695.7082531,0.3,0.18
1603871696.2097263,0.3,0.3
1603871696.7113104,0.3,0.144
1603871697.212829,0.3,0.18
1603871697.7143273,0.18,0.3
1603871698.215805,0.3,0.18
1603871698.717299,0.3,0.18
1603871699.2187896,0.18,0.3
1603871699.7203498,0.3,0.3
1603871700.2219944,0.3,0.18
1603871700.7236817,0.3,0.3
1603871701.2253437,0.3,0.18
1603871701.7270384,0.18,0.3
1603871702.2286534,0.3,0.18
1603871702.7302656,0.18,0.3
1603871703.2320247,0.3,0.18
1603871703.7336702,0.3,0.144
1603871704.2352624,0.3,0.18
1603871704.736938,0.3,0.144
1603871705.2386768,0.3,0.144
1603871705.740252,0.3,0.18
1603871706.2419536,0.3,0.144
1603871706.7436335,0.3,0.18
1603871707.2452052,0.3,0.18
1603871707.746758,0.3,0.0375
1603871708.2483504,0.3,0.144
1603871708.7498937,0.3,0.0375
1603871709.25155,0.3,0.0375
1603871709.7532368,0.3,0.0375
1603871710.2548158,0.3,0.18
1603871710.7569005,0.3,0.0375
1603871711.259634,0.3,0.144
1603871711.7623014,0.3,0.18
1603871712.265103,0.3,0.18
1603871712.7671337,0.3,0.3
1603871713.2686675,0.3,0.144
1603871713.7701163,0.3,0.18
1603871714.2716188,0.3,0.3
1603871714.7730997,0.3,0.18
1603871715.2746174,0.3,0.18
1603871715.7761102,0.18,0.3
1603871716.2776582,0.3,0.3
1603871716.779205,0.3,0.18
1603871717.280626,0.18,0.3
1603871717.7822778,0.3,0.18
1603871718.2841616,0.3,0.3
1603871718.7861788,0.3,0.3
1603871719.2881336,0.3,0.18
1603871719.7897851,0.3,0.3
1603871720.2916377,0.3,0.3
