1603871164.2880564,31,-135,88,72,71,87.32394366197184,-14.05798553291573
1603871164.2880564,27,-63,89,70,69,89.85507246376812,-6.665061502275082
1603871164.2880564,33,-279,89,73,70,88.57142857142858,-27.361564820270797
1603871164.2880564,26,9,88,70,69,89.85507246376812,0.9563810345917811
1603871164.2880564,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871164.2880564,32,-208,89,73,69,89.85507246376812,-21.096936185976894
1603871165.320906,33,-279,89,73,70,88.57142857142858,-27.361564820270797
1603871165.320906,25,81,88,72,70,88.57142857142858,8.54432198150461
1603871165.320906,27,-63,89,69,69,89.85507246376812,-6.665061502275082
1603871165.320906,31,-135,89,72,70,88.57142857142858,-14.05798553291573
1603871165.320906,26,9,89,70,70,88.57142857142858,0.9563810345917811
1603871165.320906,21,158,88,76,70,88.57142857142858,16.333988693792744
1603871165.320906,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871165.320906,32,-208,89,73,70,88.57142857142858,-21.096936185976894
1603871165.9506745,33,-279,89,73,70,88.57142857142858,-27.361564820270797
1603871165.9506745,32,-208,89,73,70,88.57142857142858,-21.096936185976894
1603871165.9506745,25,81,88,72,70,88.57142857142858,8.54432198150461
1603871165.9506745,27,-63,89,70,70,88.57142857142858,-6.665061502275082
1603871165.9506745,31,-135,89,72,70,88.57142857142858,-14.05798553291573
1603871165.9506745,26,9,89,70,70,88.57142857142858,0.9563810345917811
1603871165.9506745,21,158,88,76,70,88.57142857142858,16.333988693792744
1603871165.9506745,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871166.4986815,26,9,88,69,69,89.85507246376812,0.9563810345917811
1603871166.4986815,33,-279,89,73,70,88.57142857142858,-27.361564820270797
1603871166.4986815,32,-207,89,74,70,88.57142857142858,-21.00437328468872
1603871166.4986815,31,-135,89,72,69,89.85507246376812,-14.05798553291573
1603871166.4986815,25,80,88,71,71,87.32394366197184,8.440365275506633
1603871166.4986815,27,-63,89,70,69,89.85507246376812,-6.665061502275082
1603871166.4986815,21,158,88,76,70,88.57142857142858,16.333988693792744
1603871166.4986815,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871167.123444,32,-208,89,73,70,88.57142857142858,-21.096936185976894
1603871167.123444,25,81,88,72,71,87.32394366197184,8.54432198150461
1603871167.123444,27,-63,89,69,69,89.85507246376812,-6.665061502275082
1603871167.123444,31,-135,89,72,70,88.57142857142858,-14.05798553291573
1603871167.123444,33,-279,89,73,70,88.57142857142858,-27.361564820270797
1603871167.123444,26,9,89,69,70,88.57142857142858,0.9563810345917811
1603871167.123444,21,158,88,76,70,88.57142857142858,16.333988693792744
1603871167.123444,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871167.631343,33,-279,89,73,70,88.57142857142858,-27.361564820270797
1603871167.631343,32,-207,89,74,70,88.57142857142858,-21.00437328468872
1603871167.631343,31,-135,89,72,70,88.57142857142858,-14.05798553291573
1603871167.631343,25,81,88,72,71,87.32394366197184,8.54432198150461
1603871167.631343,27,-63,89,69,69,89.85507246376812,-6.665061502275082
1603871167.631343,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871168.3984637,33,-279,89,73,70,88.57142857142858,-27.361564820270797
1603871168.3984637,32,-208,89,73,69,89.85507246376812,-21.096936185976894
1603871168.3984637,31,-135,89,72,70,88.57142857142858,-14.05798553291573
1603871168.3984637,25,81,88,72,71,87.32394366197184,8.54432198150461
1603871168.3984637,27,-63,89,69,70,88.57142857142858,-6.665061502275082
1603871168.3984637,21,157,88,75,70,88.57142857142858,16.236070980753333
1603871168.3984637,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871169.131358,33,-279,89,73,70,88.57142857142858,-27.361564820270797
1603871169.131358,32,-208,89,73,70,88.57142857142858,-21.096936185976894
1603871169.131358,31,-135,89,72,70,88.57142857142858,-14.05798553291573
1603871169.131358,25,81,88,72,71,87.32394366197184,8.54432198150461
1603871169.131358,27,-63,89,69,70,88.57142857142858,-6.665061502275082
1603871169.131358,26,9,89,70,70,88.57142857142858,0.9563810345917811
1603871169.131358,21,157,88,75,70,88.57142857142858,16.236070980753333
1603871169.131358,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871169.6831605,33,-279,89,73,69,89.85507246376812,-27.361564820270797
1603871169.6831605,32,-208,89,73,70,88.57142857142858,-21.096936185976894
1603871169.6831605,31,-135,89,72,70,88.57142857142858,-14.05798553291573
1603871169.6831605,25,80,88,71,71,87.32394366197184,8.440365275506633
1603871169.6831605,27,-63,89,69,70,88.57142857142858,-6.665061502275082
1603871169.6831605,21,158,88,76,70,88.57142857142858,16.333988693792744
1603871169.6831605,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871170.3127034,33,-279,89,73,70,88.57142857142858,-27.361564820270797
1603871170.3127034,32,-207,89,74,70,88.57142857142858,-21.00437328468872
1603871170.3127034,31,-135,89,72,70,88.57142857142858,-14.05798553291573
1603871170.3127034,25,81,88,72,71,87.32394366197184,8.54432198150461
1603871170.3127034,27,-63,89,70,70,88.57142857142858,-6.665061502275082
1603871170.3127034,21,157,88,75,70,88.57142857142858,16.236070980753333
1603871170.3127034,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871170.9177926,33,-279,89,73,69,89.85507246376812,-27.361564820270797
1603871170.9177926,32,-208,89,73,70,88.57142857142858,-21.096936185976894
1603871170.9177926,31,-135,89,72,70,88.57142857142858,-14.05798553291573
1603871170.9177926,25,80,88,71,71,87.32394366197184,8.440365275506633
1603871170.9177926,27,-63,89,70,69,89.85507246376812,-6.665061502275082
1603871170.9177926,21,157,88,75,70,88.57142857142858,16.236070980753333
1603871170.9177926,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871171.576403,33,-279,89,73,70,88.57142857142858,-27.361564820270797
1603871171.576403,31,-135,89,72,70,88.57142857142858,-14.05798553291573
1603871171.576403,25,81,88,72,71,87.32394366197184,8.54432198150461
1603871171.576403,27,-63,89,69,69,89.85507246376812,-6.665061502275082
1603871171.576403,32,-208,89,73,70,88.57142857142858,-21.096936185976894
1603871171.576403,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871172.3142226,32,-207,89,74,70,88.57142857142858,-21.00437328468872
1603871172.3142226,33,-279,89,73,70,88.57142857142858,-27.361564820270797
1603871172.3142226,31,-135,89,72,70,88.57142857142858,-14.05798553291573
1603871172.3142226,25,80,89,71,70,88.57142857142858,8.440365275506633
1603871172.3142226,27,-63,89,70,69,89.85507246376812,-6.665061502275082
1603871172.3142226,26,9,88,70,71,87.32394366197184,0.9563810345917811
1603871172.3142226,21,158,88,76,70,88.57142857142858,16.333988693792744
1603871172.3142226,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871172.8555424,33,-279,89,73,70,88.57142857142858,-27.361564820270797
1603871172.8555424,20,231,87,78,72,86.11111111111113,23.19357136790705
1603871172.8555424,32,-208,89,73,70,88.57142857142858,-21.096936185976894
1603871172.8555424,25,80,89,71,70,88.57142857142858,8.440365275506633
1603871172.8555424,27,-63,89,70,69,89.85507246376812,-6.665061502275082
1603871172.8555424,31,-135,89,72,70,88.57142857142858,-14.05798553291573
